fn,firstSentence,confidence,codes
Indobit-A-NYT1985 - April 1 - June 30-283.txt, who slipped into a coma 10 years ago and became the center of a national debate on the definition of life and the right to die,0.001630434782608696,isco08-2611,occ2000-272,occ2000-374
Indobit-A-NYT1987 - July 1 - Aug 31-111.txt," a psychotherapist, writer and radio commentator",5.072591815320042,isco08-1120,isco08-112,isco08-2641
Indobit-A-NYT1983 - Oct 1 - Dec 31-397.txt," who played dozens of gruff, golden-hearted curmudgeons in films and on television",5.002690582959641,occ2000-276,naics-71,isco08-2655
Indobit-A-NYT1985 - Oct 1 - Dec 31-384.txt," the retired chairman of the Coca-Cola Company, who introduced Coke to mainland China in 1978",5.780856357587155,isco08-1112,isco08-1,occ2000-371
Indobit-A-NYT1987 - April 1 - June 30-264.txt," widow of Gerald Felix Warburg, the cellist",1.0760642570281125,isco08-0,isco08-2652,occ2000-275
Indobit-A-NYT1981 - Jan 1 - March 31-234.txt, a Communist Party official in charge of the defense and space program since the late 1950's,2.161731823164048,occ2000-023,occ2000-043,occ2000-206
Indobit-A-NYT1985 - July 1 - Sep 30-417.txt, a co-founder and president of the Brandt Theaters chain,7.266519337016574,isco08-1120,isco08-112,isco08-2636
Indobit-A-NYT1981 - July 1 - Sep 30-391.txt, who played crotchety characters during her Hollywood career,6.262966507177033,isco08-2655,occ2000-270,isco08-265
Indobit-A-NYT1981 - Jan 1 - March 31-110.txt," president of Connoisseur Inc., an art gallery at 717 Madison Avenue, and one of the first women to be a dealer in fine arts in America",1.030190664036818,isco08-1120,isco08-2651,isco08-1112
Indobit-A-NYT1985 - April 1 - June 30-98.txt," a Chicago lawyer and industrialist who distinguished himself as a founder of the Great Books Foundation, a Democratic maverick and a prominent yachtsman",11.383702055708818,isco08-1120,isco08-112,isco08-1112
